Title,Date,Genre,orig_lang,Revenue($),Budget($),country,score
Anna,5-Sep-19,"Thriller, Action", French,32825217,30000000,AU,67
Anna,5-Sep-19,"Thriller, Action", French,1200000,4357373,AU,67
Sarah's Key,23-Dec-10,"Drama, War", French,17511906,10000000,AU,73
Ravenous,20-Oct-17,"Horror, Drama, Science Fiction", French,2062406,12000000,CA,59
Amélie,26-Dec-01,"Comedy, Romance", French,173921954,10000000,AU,79
Portrait of a Lady on Fire,26-Dec-19,"Drama, Romance", French,9923127,5740000,AU,82
Asterix & Obelix: Mission Cleopatra,24-Aug-06,"Family, Fantasy, Comedy, Adventure", French,128027976,58500000,AU,74
Arthur and the Revenge of Maltazard,11-Feb-11,"Adventure, Fantasy, Animation, Family", French,53377566,87000000,AU,57
Benedetta,10-Feb-22,"Drama, History, Romance", French,2652725,24350000,AU,67
Possession,15-Jun-14,horror, French,14805812,25000000,AU,74
The Wolf's Call,14-Mar-20,"Thriller, Action", French,12652790,22400000,AU,76
Brotherhood of the Wolf,28-Nov-02,"Adventure, Horror, Action, History", French,70752904,29000000,AU,67
La Femme Nikita,25-Apr-91,"Action, Thriller", French,5000000,8538703,AU,71
Mia and the White Lion,14-Nov-19,"Adventure, Family, Drama", French,35487190,9600000,AU,73
Masquerade,9-Mar-23,"Drama, Comedy, Romance, Crime", French,306869795,14000000,AU,70
Puppylove,2-Oct-13,"Romance, Drama", French,544378189,73000000,US,60
Waiting for Bojangles,1-Mar-22,"Drama, Comedy, Romance", French,693402193,90200000,AU,75
Confessions of a Hitman,20-Jul-22,"Crime, Drama, Action", French,367960476,48540000,CA,66
Love,31-Jul-15,"Drama, Romance", French,249083,3000000,AU,65
The Big Blue,10-Nov-88,"Adventure, Drama, Romance", French,27435151,14390509,AU,75
Incendies,3-Mar-11,"Drama, War, Mystery", French,16017448,6800000,AU,81
The City of Lost Children,21-Dec-95,"Fantasy, Science Fiction, Adventure", French,1738611,18000000,AU,73
Welcome to the Sticks,4-Sep-08,"Comedy, Drama, Romance", French,245144417,11000000,AU,67
The Piano Teacher,11-Jul-02,"Drama, Romance", French,9801375,3000000,AU,73
Asterix & Obelix Take on Caesar,7-Aug-06,"Family, Adventure, Comedy, Fantasy", French,1644060,1881932.4,AU,60
Astérix at the Olympic Games,18-Sep-08,"Fantasy, Adventure, Comedy, Family", French,132900000,97250400,AU,52
Asterix: The Mansions of the Gods,16-Jan-15,"Animation, Comedy, Adventure, Family", French,42830578,30000000,AU,68
Blue Is the Warmest Color,16-Nov-13,"Romance, Drama", French,10165694,4300000,AU,71
Le Samouraï,5-May-94,"Crime, Thriller", French,39481,25273270.6,AU,78
A Trip to the Moon,20-Jun-07,"Adventure, Science Fiction", French,39962472,5985,AU,80
Le Chef,14-Jun-12,comedy, French,306724,15440000,AU,62
The Night of the 12th,13-Oct-22,"Thriller, Crime, Mystery", French,3467232,25660000,AU,72
The Artist,9-Dec-11,"Drama, Comedy, Romance", French,128100584,16000000,AU,74
The Bélier Family,26-Dec-15,"Comedy, Music", French,260243983,11000000,AU,69
The Wages of Fear,1-Nov-77,"Drama, Thriller, Adventure", French,791480522,185260000,AU,80
Ruby & Quentin,8-Apr-04,"Comedy, Crime", French,292131114,27440000,AU,67
Carne,1-May-91,"Drama, Thriller, Crime", French,511934839,89180000,US,68
A Mermaid in Paris,13-Oct-22,"Romance, Fantasy, Drama, Comedy", French,565198234,123600000,AU,66
Asterix and the Vikings,20-Nov-08,"Family, Animation, Comedy, Adventure", French,22501596,14080000,AU,61
"OSS 117: Cairo, Nest of Spies",7-Nov-08,"Crime, Action, Adventure, Comedy", French,587519945,132000000,AU,73
Double Lover,5-Jul-18,"Romance, Thriller, Drama", French,4248574,7110000,AU,61
Murder Party,28-Jul-22,"Comedy, Crime", French,417538398,118400000,AU,50
Joyeux Noel,15-Dec-05,"Drama, War, Romance, History", French,17709155,22000000,AU,74
The Red Violin,9-Apr-99,"Drama, Thriller, Mystery, Music, Romance", French,9495408,18000000,GB,74
Asterix & Obelix: God Save Britannia,29-Nov-12,"Family, Adventure, Comedy", French,61319383,61000000,AU,51
Beauty and the Beast,1-Jan-52,"Drama, Fantasy, Romance", French,1268697483,160000000,AU,75
Beauty and the Beast,1-Jan-52,"Drama, Fantasy, Romance", French,438656843,20000000,AU,75
Midnight Party,23-Jan-76,"Drama, Comedy, Crime", French,937727044,147200000,DE,47
The Swarm,6-Aug-21,horror, French,431298841,70740000,AU,58
Azor,8-Aug-21,"Drama, Thriller", French,74701,49429000,AU,64
The Valet,21-Dec-06,comedy, French,29326868,28698700.6,AU,59
"Paris, 13th District",29-Jul-22,"Drama, Romance", French,2200000,28690400,AU,70
Curious George: Royal Monkey,10-Sep-19,"Animation, Adventure, Comedy, Family", French,379074782,119200000,US,76
Samba,2-Apr-15,"Drama, Comedy", French,151530,20000000,AU,63
Amour,31-Oct-12,"Drama, Romance", French,36787044,9700000,AU,78
Maigret,26-May-22,"Mystery, Drama", French,51606067,7007340,AU,58
That Obscure Object of Desire,1-Mar-78,"Comedy, Drama, Romance", French,607859911,89400000,ES,75
The Illusionist,13-Jan-12,"Animation, Drama", French,83792062,16500000,AU,73
The Dinner Game,23-Dec-99,comedy, French,78599508,12500000,AU,78
In His Shadow,17-Mar-23,"Drama, Thriller, Crime", French,407446362,133000000,FR,62
Lost Bullet 2,10-Nov-22,"Action, Crime, Thriller", French,377993107,122800000,FR,65
"Miraculous World: New York, United HeroeZ",26-Sep-20,"Animation, TV Movie, Fantasy, Action", French,662530414,134400000,FR,82
Miraculous World: Shanghai – The Legend of Ladydragon,4-Apr-21,"Animation, Fantasy, Action, TV Movie", French,660957374,149860000,FR,79
Overdose,4-Nov-22,action, French,341205403,99400000,FR,66
The Life and Passion of Jesus Christ,15-May-03,"Drama, History", French,524759370,106400000,FR,63
Exploits of a Young Don Juan,11-Mar-87,"Comedy, Drama", French,448288134,59400000,FR,57
Inexorable,6-Apr-22,thriller, French,690959382,164900000,FR,59
L'oubliée d'Amboise,25-Jun-22,"Crime, TV Movie", French,389307031,90800000,FR,66
King,16-Feb-22,"Adventure, Comedy, Family", French,2551835,36777824,FR,66
Ladybug & Cat Noir: The Movie,5-Jul-23,"Animation, Fantasy, Action", French,1240262,86000000,FR,0
Two Much for the Job,10-Aug-22,comedy, French,462439605,97250080,FR,53
The Takedown,6-May-22,"Comedy, Action", French,275922018,65000000,FR,61
Restless,25-Feb-22,"Action, Thriller, Crime", French,2772511,8000000,FR,61
Meander,26-May-21,"Horror, Science Fiction, Drama, Thriller", French,700000,2886392.4,FR,61
The Three Musketeers: D'Artagnan,5-Apr-23,"History, Adventure", French,55349206,27500000,FR,74
Desire,14-Sep-11,"Drama, Romance", French,21185964,1344000,FR,60
Deep Water,16-Dec-81,"Drama, Thriller", French,251792115,98400000,FR,61
Special Forces,2-Nov-11,"Action, Drama, War", French,3424648,10000000,FR,67
Martyrs,3-Sep-08,"Horror, Drama, Thriller", French,1100000,6500000,FR,73
How I Became a Superhero,6-Sep-20,"Science Fiction, Adventure, Action, Comedy, Thriller", French,136893679,18000000,FR,61
Peter von Kant,6-Jul-22,"Drama, Romance", French,578598408,127800000,FR,55
Pornocracy: The New Sex Multinationals,18-Jan-17,documentary, French,298690257,41500000,FR,67
The Companions,23-Feb-22,"Comedy, Drama", French,485621788,78700000,FR,70
Sexual Chronicles of a French Family,9-May-12,"Comedy, Drama", French,539181833,108600000,FR,49
Serial (Bad) Weddings 3,21-Dec-21,"Romance, Comedy", French,163709897,22000000,FR,64
Romance,14-Apr-99,"Drama, Romance", French,1314053,4105000,FR,55
The Stronghold,18-Aug-21,"Thriller, Action, Crime", French,64335529,14479740,FR,74
Superwho?,2-Feb-22,"Comedy, Action", French,7375119,43590000,FR,64
Of Gods and Men,8-Sep-10,"Drama, History", French,41424067,4000000,FR,66
Tenor,4-May-22,"Comedy, Drama", French,504735549,118000000,FR,72
Sentinelle,5-Mar-21,"Thriller, Action, Drama", French,20234454,6500000,FR,59
It Boy,6-Mar-13,comedy, French,271669046,110000000,FR,63
Baise-moi,28-Jun-00,"Crime, Drama, Romance, Thriller", French,940944,3001100,FR,49
Sex Doll,7-Dec-16,"Drama, Thriller, Mystery", French,300346804,125700000,FR,58
La Belle Verte,18-Sep-96,comedy, French,400066522,82400000,FR,72
Curiosa,3-Apr-19,"Drama, History", French,784077594,103400000,FR,61
Beauty and the Beast,12-Feb-14,"Fantasy, Romance", French,1268697483,160000000,FR,61
Beauty and the Beast,12-Feb-14,"Fantasy, Romance", French,438656843,20000000,FR,61
Emmanuelle 3,20-Jun-78,"Drama, Romance", French,821985126,117300000,FR,42
The Lost Patient,21-Oct-22,"Thriller, Mystery, TV Movie, Drama", French,363167783,127400000,FR,59
Revenge,7-Feb-18,"Action, Thriller, Horror", French,692079,2900000,FR,64
The Lover,22-Jan-92,"Drama, Romance", French,5013090,26814012.8,FR,70
The Horde,10-Feb-10,"Action, Horror, Thriller", French,437163321,122300000,FR,59
Spoiled Brats,15-Sep-21,comedy, French,287419513,161400000,FR,62
Minuscule 2: Mandibles from Far Away,30-Jan-19,"Animation, Adventure, Family, Comedy", French,401766982,102500000,FR,71
Tender Cousins,19-Nov-80,"Drama, Romance", French,360848744,38998000,FR,56
Oxygen,12-May-21,"Science Fiction, Thriller, Horror", French,449383521,105000000,FR,66
My Daughter's Killer,12-Jul-22,documentary, French,431611098,77400000,FR,64
A Monster in Paris,12-Oct-11,"Adventure, Animation, Comedy, Family, Fantasy", French,26611650,25000000,FR,68
Taxi,8-Apr-98,"Action, Comedy, Crime", French,44500000,8700000,FR,66
Un alibi,2-Nov-22,"Crime, Mystery, TV Movie", French,1084813489,112400000,FR,62
"Jésus, de Nazareth à Jérusalem",17-Oct-17,comedy, French,449042622,114000000,FR,50
The Night Eats the World,7-Mar-18,"Drama, Horror, Thriller", French,692152526,214800000,FR,61
Burn Out,3-Jan-18,"Action, Thriller", French,205189611,105000000,FR,68
Jack and the Cuckoo-Clock Heart,5-Feb-14,"Animation, Romance, Adventure, Drama, Fantasy", French,3445000,33746302,FR,72
Smoking Causes Coughing,30-Nov-22,"Comedy, Fantasy", French,312174200,48600000,FR,65
Some Like It Rare,10-Sep-21,"Comedy, Horror", French,334330738,69600000,FR,66
Notre-Dame on Fire,16-Mar-22,"Drama, Thriller", French,145241469,35000000,FR,66
The Extraordinary Adventures of Adèle Blanc-Sec,14-Apr-10,"Fantasy, Adventure, Action, Mystery", French,34100000,25000000,FR,61
Amen.,27-Feb-02,"Drama, History", French,280089513,55200000,FR,70
Emmanuelle: The Joys of a Woman,25-Jan-78,"Drama, Romance", French,314837194,88000000,FR,54
Bellefond,18-Oct-22,"Crime, TV Movie", French,228729631,86000000,FR,73
Thawing Out,31-Jan-09,"Comedy, Drama", French,665303616,135140000,FR,59
Top Gun Maverick : Le phénomène,23-Dec-22,"Documentary, TV Movie", French,931125207,104600000,FR,75
Taxi 4,14-Feb-07,"Action, Comedy", French,60865364,17500000,FR,56
Don't Look Back,3-Jun-09,"Drama, Horror, Mystery, Thriller", French,2651917,13000000,FR,56
Vicky and Her Mystery,15-Dec-21,"Adventure, Family, Drama", French,4181043,6500000,FR,72
Angry Annie,30-Nov-22,"Comedy, Drama", French,84636503,3500000,FR,82
High Tension,18-Jun-03,"Horror, Thriller, Mystery", French,6435262,2850000,FR,68
Don't Look Now... We're Being Shot At!,8-Dec-66,"Comedy, War", French,725025622,28160000,FR,79
On the Edge,29-Jun-22,"Drama, Thriller", French,231390603,85600000,FR,59
Fantastic Planet,6-Dec-73,"Animation, Science Fiction", French,1032469156,106000000,FR,77
How Much Do You Love Me?,26-Oct-05,"Romance, Comedy", French,760198381,107800000,FR,57
Beautiful Minds,26-Jan-22,"Comedy, Drama", French,3358402,6839792,FR,74
The Mad Women's Ball,17-Sep-21,"Thriller, Drama, History", French,538366666,128200000,FR,71
Mune: Guardian of the Moon,14-Oct-15,"Animation, Family, Adventure, Fantasy", French,15730665,17000000,FR,73
The Night Parade,30-Jan-13,romance, French,489432271,66400000,FR,65
Crimson Rivers II: Angels of the Apocalypse,18-Feb-04,"Action, Thriller, Crime", French,40152148,13600000,FR,61
Ride Above,21-Dec-22,"Drama, Comedy, Family", French,101412590,12000000,FR,72
The Lost Prince,12-Feb-20,"Fantasy, Adventure, Comedy", French,366208661,122800000,FR,57
Raw,15-Mar-17,"Drama, Horror", French,4100000,3500000,FR,71
Wasabi,31-Oct-01,"Drama, Action, Comedy", French,7000000,15300000,FR,66
Taxi 2,29-Mar-00,"Action, Comedy", French,64400000,10500000,FR,62
Climax,19-Sep-18,"Horror, Music", French,1088907,2940457,FR,71
The Crimson Rivers,27-Sep-00,"Crime, Mystery, Thriller", French,257720413,2365000,FR,69
Immoral Tales,28-Aug-74,"Drama, Romance", French,570633321,86400000,FR,59
Beau Pere,15-Sep-81,"Drama, Romance", French,290912102,105200000,FR,66
Taxi 3,29-Jan-03,"Action, Comedy", French,65497208,14500000,FR,57
Once Upon a Time: The Super Heroes,23-Dec-01,"Documentary, TV Movie", French,357013023,64000000,FR,65
Summertime,19-Aug-15,"Comedy, Drama, Romance", French,541292566,120580000,FR,67
Lost Bullet,19-Jun-20,"Action, Thriller, Crime", French,424413058,139800000,FR,66
Full Speed,11-Nov-16,"Family, Comedy, Action", French,7268779,18462000.2,FR,60
HOUBA! On the Trail of the Marsupilami,4-Apr-12,"Family, Adventure, Comedy", French,50100000,50000000,FR,52
District 13: Ultimatum,18-Feb-09,"Action, Thriller, Crime", French,8786375,15000000,FR,64
One Wild Moment,24-Jun-15,"Drama, Romance", French,196920944,108200000,FR,58
High Lane,24-Jun-09,"Action, Thriller, Horror", French,2141798,11000000,FR,61
Asterix: The Secret of the Magic Potion,5-Dec-18,"Family, Animation, Comedy, Adventure", French,47349002,54700000,FR,69
Nicky Larson and the Cupid's Perfume,6-Feb-19,"Adventure, Comedy", French,14702744,42780000,FR,65
Emmanuelle,25-Jun-74,"Drama, Romance", French,50319294,500000,FR,59
Un Chien Andalou,5-Jun-29,fantasy, French,517852458,80800000,FR,75
The Twelve Tasks of Asterix,20-Oct-76,"Family, Animation, Comedy, Adventure", French,540305845,92500000,FR,74
District B13,9-Nov-04,"Action, Thriller, Science Fiction", French,9584131,12000000,FR,68
Spycies,26-Aug-20,"Animation, Comedy, Action, Adventure, Family", French,6928960,262504.6,FR,75
Minuscule: Valley of the Lost Ants,29-Jan-14,"Animation, Adventure, Family", French,30000000,19700000,FR,69
Kung-Fu Zohra,9-Mar-22,"Comedy, Action, Drama", French,167096014,140000000,FR,56
Neige,6-Mar-23,"TV Movie, Thriller, Crime", French,384554704,166000000,FR,58
Rogue City,30-Oct-20,"Crime, Thriller, Action, Drama", French,8573,13000000,FR,59
Summer of 85,14-Jul-20,"Romance, Drama", French,3600000,6900000,FR,74
Murmur of the Heart,27-Apr-71,"Comedy, Drama", French,460177562,50600000,FR,71
Sahara,1-Feb-17,"Adventure, Animation, Comedy, Family", French,121645390,145000000,FR,59
Milf,2-May-18,comedy, French,1100000,11883300.6,FR,58
If I Were a Boy,22-Feb-17,comedy, French,1162912,5520017.8,FR,53
Fantomas Unleashed,8-Dec-65,"Comedy, Crime, Adventure, Fantasy", French,612271908,108000000,FR,68
Rocco,30-Nov-16,documentary, French,321306716,80300000,FR,56
The Hunchback of Notre Dame,19-Dec-56,"Drama, History", French,325500000,100000000,FR,66
Loving Memories,5-Apr-23,"Drama, Romance, History", French,875949978,90800000,FR,60
OSS 117: Lost in Rio,15-Apr-09,"Crime, Action, Comedy", French,104600242,31165200,FR,71
Le Gendarme de Saint-Tropez,9-Sep-64,comedy, French,558301702,105200000,FR,71
La Chèvre,9-Dec-81,"Comedy, Crime, Adventure", French,796243101,99000000,FR,72
Hawa,9-Dec-22,"Drama, Comedy", French,249812559,51600000,FR,63
Fantomas,4-Nov-64,"Comedy, Crime, Adventure", French,398925843,97800000,FR,68
Fantomas vs. Scotland Yard,16-Mar-67,"Comedy, Crime, Adventure, Fantasy", French,389368282,108200000,FR,67
The Prey,12-Apr-11,"Action, Crime, Thriller", French,465164351,134000000,FR,63
The Spanish Apartment,19-Jun-02,"Drama, Comedy, Romance", French,3897799,5300000,FR,71
The True Story of Puss 'n Boots,1-Apr-09,"Family, Adventure, Animation", French,626174185,139500000,FR,46
The Visitors II: The Corridors of Time,11-Feb-98,"Comedy, Fantasy", French,66000000,23030000,FR,60
White Fang,28-Mar-18,"Animation, Family", French,34729091,14000000,FR,73
Asterix and Cleopatra,19-Dec-68,"Family, Animation, Adventure, Comedy", French,583501475,110780000,FR,70
The Visitors,27-Jan-93,"Fantasy, Comedy", French,738519773,119400000,FR,71
The Jungle Bunch,26-Jul-17,"Adventure, Comedy, Family, Animation", French,328664924,87800000,FR,64
Persepolis,27-Jun-07,"Animation, Drama", French,25397187,7300000,FR,79
Pola X,13-May-99,"Drama, Romance", French,452180857,118008009.2,FR,57
The Passion of Joan of Arc,25-Oct-28,"Drama, History", French,640844864,81780000,FR,81
RRRrrrr!!!,28-Jan-04,comedy, French,14054361,17820000,FR,63
The Swimming Pool,31-Jan-69,"Crime, Drama", French,490881203,112800000,FR,70
Perfect Nanny,27-Nov-19,"Drama, Crime, Thriller", French,556436906,78000000,FR,59
Tryo - Live XXV,7-Dec-22,Music, French,345336673,81000000,FR,60
Bigbug,11-Feb-22,"Science Fiction, Comedy", French,18676188,14000000,FR,53
Torment,16-Feb-94,"Drama, Thriller, Crime", French,191500033,10000000,FR,68
Three Colors: Red,14-Sep-94,"Drama, Mystery, Romance", French,312438110,136000000,FR,80
Belle de Jour,24-May-67,"Drama, Romance", French,645835675,85000000,FR,74
Taxi 5,8-Apr-18,"Comedy, Action", French,38600000,24625000,FR,55
How to Survive Without Mum,12-Apr-23,comedy, French,175269999,264940000,FR,0
Going Places,20-Mar-74,"Comedy, Drama", French,412503778,103040000,FR,68
Indochine,15-Apr-92,"Drama, Romance", French,480248424,64660616.4,FR,71
The Wing or the Thigh?,27-Oct-76,comedy, French,400066522,82400000,FR,72
Man Bites Dog,4-Nov-92,"Comedy, Crime", French,205569,33000,FR,72
The Visitor from the Future,7-Sep-22,"Science Fiction, Comedy, Adventure", French,1946816,4500000,FR,65
"Marion, 13 ans pour toujours",27-Sep-16,"Drama, TV Movie", French,661124732,119000000,FR,71
Earth and Blood,17-Apr-20,"Action, Thriller", French,319040589,38200000,FR,62
The Beast,20-Aug-75,"Horror, Drama, Fantasy", French,417797991,148400000,FR,56
Dangerous Liaisons,8-Jul-22,"Drama, Romance", French,10447579,24200000,FR,59
Dangerous Liaisons,8-Jul-22,"Drama, Romance", French,34700000,14000000,FR,59
Kaamelott: The First Chapter,21-Jul-21,"Adventure, Fantasy, Comedy", French,19002036,17516235,FR,67
Zero Fucks Given,2-Mar-22,"Comedy, Drama", French,365470598,115500000,FR,64
Breathless,16-Mar-60,"Drama, Crime", French,19910002,7000000,FR,76
Queen Margot,13-May-94,"Drama, History, Romance", French,1318578,4314523.8,FR,73
My Sole Desire,5-Apr-23,"Drama, Romance", French,606036971,62200000,FR,70
Delicatessen,17-Apr-91,"Comedy, Science Fiction, Fantasy", French,1794187,4000000,FR,73
Delusions of Grandeur,8-Dec-71,"Comedy, History", French,196117327,100200000,FR,75
Serial (Bad) Weddings,16-Apr-14,comedy, French,176404493,13000000,FR,67
The Emperor of Paris,19-Dec-18,"Drama, Crime, Thriller", French,514236900,133000000,FR,63
The Double Life of Véronique,15-May-91,"Drama, Mystery, Fantasy", French,1999955,515001.4,FR,75
Charlton Heston: Radical to Right Wing,24-Feb-23,"Documentary, TV Movie", French,1263824107,264000000,FR,90
Femmes Fatales,11-Feb-76,comedy, French,287419513,161400000,FR,62
The Umbrellas of Cherbourg,19-Feb-64,"Drama, Romance", French,35096415,7,FR,74
Adventures of Arsène Lupin,13-Oct-04,"Romance, Action, Adventure, Crime, Mystery", French,4483043,23000000,FR,53
The Professional,21-Oct-81,"Action, Adventure, Thriller", French,769321431,100800000,FR,73
Jack Mimoun & the Secrets of Val Verde,12-Oct-22,"Comedy, Adventure", French,15493044,14470000,FR,55
The Science of Sleep,16-Aug-06,"Comedy, Drama, Fantasy", French,9524340,6000000,FR,71
"Mektoub, My Love: Canto Uno",21-Mar-18,"Romance, Drama", French,374254139,164000000,FR,68
Pierrot le Fou,5-Nov-65,"Drama, Thriller", French,54865741,300000,FR,74
D'Artagnan and the Three Musketeers,6-Feb-05,"Adventure, Action", French,435074233,82850080,FR,52
The Round Up,10-Mar-10,"Drama, History, War", French,25346148,20000000,FR,76
The Young Girls of Rochefort,8-Mar-67,"Romance, Comedy, Drama", French,842099458,124780000,FR,77
Diabolik - Ginko Attacks,17-Nov-22,"Crime, Action", Italian,1228459,21680000,IT,57
Still Time,22-Oct-22,"Romance, Comedy, Drama", Italian,405994738,138000000,IT,65
"...Watch Out, We're Mad",23-Mar-22,"Comedy, Action", Italian,296181163,147000000,IT,62
Me contro Te: Il film - Persi nel tempo,1-Jan-22,"Family, Fantasy", Italian,1005931133,104600000,IT,79
The School Teacher,11-Jul-75,comedy, Italian,591573175,70800000,IT,55
The Voyeur,27-Jan-94,"Drama, Romance", Italian,866174578,152200000,IT,49
Cannibal Holocaust,7-Feb-80,horror, Italian,183851589,100000,IT,63
When Love Is Lust,1-Jan-73,"Comedy, Drama", Italian,952321336,156000000,IT,50
Attraction,26-Feb-69,"Drama, Comedy", Italian,131926469,122000000,IT,52
Frivolous Lola,1-Jun-98,"Comedy, Romance", Italian,948498291,119000000,IT,48
7 Women and a Murder,25-Dec-21,comedy, Italian,591573175,70800000,IT,55
Cheeky,28-Jan-00,"Comedy, Drama, Romance", Italian,509521654,64200000,IT,55
How Funny Can Sex Be?,19-Dec-73,comedy, Italian,245108933,118600000,IT,57
P.O. Box Tinto Brass,30-Aug-95,comedy, Italian,152911219,76000000,IT,54
Malicious,29-Mar-73,comedy, Italian,109133,40392400,IT,71
Quella provincia maliziosa,1-Jan-75,comedy, Italian,385960548,58670000,IT,37
Black Emanuelle,27-Nov-75,"Drama, Romance, Adventure", Italian,909309627,116300000,IT,46
The Price of Family,19-Dec-22,comedy, Italian,246367071,100000000,IT,65
The Key,19-Oct-83,"Drama, Romance", Italian,132578311,140200000,IT,60
A Classic Horror Story,14-Jul-21,"Horror, Mystery", Italian,365321906,190740000,IT,59
All Ladies Do It,21-Feb-92,"Comedy, Drama", Italian,197992681,114300000,IT,46
The Sensuous Nurse,19-Dec-75,comedy, Italian,591573175,70800000,IT,55
Zombie Flesh Eaters,25-Aug-79,horror, Italian,636679839,75100000,IT,66
That Malicious Age,11-Mar-75,"Drama, Romance", Italian,290912102,105200000,IT,66
Miranda,15-Oct-85,"Comedy, Romance", Italian,272096151,87400000,IT,52
The Smile of the Fox,22-May-92,thriller, Italian,487584872,60600000,IT,55
The Paramedic,7-Feb-82,comedy, Italian,164610803,55000000,IT,46
The Porno Killers,20-Apr-80,"Crime, Action", Italian,329856761,54640000,IT,34
What the Peeper Saw,14-Oct-72,"Horror, Drama, Thriller", Italian,315541088,145600000,IT,59
The Flesh,21-Aug-91,"Drama, Romance", Italian,314837194,88000000,IT,54
Lola's Secret,4-May-84,"Drama, Comedy", Italian,365099319,51270000,IT,38
Play Motel,1-Jan-79,"Crime, Thriller, Romance", Italian,474838857,105600000,IT,52
Grosso guaio all'Esquilino - La leggenda del Kung Fu,6-Apr-23,comedy, Italian,152911219,76000000,IT,54
Suspiria,1-Feb-77,horror, Italian,8075343,20000000,IT,75
Robbing Mussolini,15-Oct-22,"Comedy, Crime", Italian,28263557,12000000,IT,56
Crazy Desire,15-Mar-62,"Romance, Comedy, Drama", Italian,351014754,74500000,IT,68
Three Steps Over Heaven,12-Mar-04,"Drama, Romance", Italian,2062204,3040046,IT,57
The Hyena,5-Sep-97,"Thriller, Romance", Italian,385960548,58670000,IT,37
Sulle nuvole,26-Apr-22,"Drama, Romance", Italian,452180857,118008009.2,IT,57
I Am the Abyss,27-Oct-22,thriller, Italian,181655466,97140000,IT,58
Hitch Hike,30-Apr-77,"Crime, Drama, Thriller", Italian,572201947,116200000,IT,68
The Second Wife,5-Nov-98,"Comedy, Romance", Italian,513557671,119050080,IT,53
Devil in the Flesh,22-Apr-86,"Drama, Romance", Italian,546904,5906709.8,IT,57
Winx Club: The Secret of the Lost Kingdom,29-Nov-07,"Fantasy, Animation, Family", Italian,16688332,31052475,IT,70
The Binding,2-Oct-20,"Horror, Thriller, Drama", Italian,247240932,98200000,IT,54
Cannibal Ferox,24-Apr-81,"Adventure, Horror", Italian,409455770,47000000,IT,54
Joseph and His Brethren,23-Aug-61,"Family, Drama", Italian,308223293,155300000,IT,59
A Policewoman on the Porno Squad,10-Aug-79,"Crime, Comedy", Italian,197233429,106050080,IT,53
Run to You,17-Mar-22,"Comedy, Romance", Italian,372756516,73480000,IT,69
"Germany, Year Zero",1-Dec-48,"War, Drama, History", Italian,713462581,129460000,IT,77
Tenebre,28-Oct-82,"Horror, Mystery, Thriller", Italian,309098017,156000000,IT,68
"Duck, You Sucker",20-Oct-71,Western, Italian,926156825,72900000,IT,77
"Eleven Days, Eleven Nights",27-Mar-87,"Drama, Romance", Italian,947468746,129200000,IT,47
Trinity Is Still My Name,21-Oct-71,"Comedy, Western", Italian,2100000,6122001.4,IT,74
Emanuelle and the Last Cannibals,21-Oct-77,"Adventure, Horror", Italian,380590375,159600000,IT,50
They Call Me Trinity,22-Dec-70,"Action, Comedy, Western", Italian,422334998,100800000,IT,76
Sex of the Witch,1-Jan-73,"Thriller, Horror", Italian,701118478,164400000,IT,51
She's the One,4-Apr-22,"Comedy, Romance, Fantasy", Italian,13795053,3500000,IT,61
Amazonia: The Catherine Miles Story,9-Aug-85,"Adventure, Drama, Horror", Italian,503360993,140200000,IT,62
Django,6-Apr-66,"Action, Western", Italian,17277,26380000,IT,72
Last Tango in Paris,15-Dec-72,"Drama, Romance", Italian,36144000,1250000,IT,70
Giovannona Long-Thigh,12-Apr-73,comedy, Italian,909180760,127450000,IT,49
They Call Me Jeeg,25-Feb-16,"Crime, Drama, Action, Science Fiction", Italian,50765703,1900000,IT,74
Salon Kitty,2-Mar-76,"Drama, War", Italian,536874186,92000000,IT,55
Cinderella,30-Oct-11,"Family, TV Movie, Fantasy, Romance", Italian,542351353,95000000,IT,68
Cinderella,30-Oct-11,"Family, TV Movie, Fantasy, Romance", Italian,263591415,2900000,IT,68
The Legend of 1900,28-Oct-98,"Drama, Music, Romance", Italian,21057208,9000000,IT,83
Lovers and Other Relatives,6-Jun-74,comedy, Italian,557019596,88200000,IT,56
Bizarre,16-Jan-87,"Drama, Thriller", Italian,898538380,74000000,IT,46
The Invisible Boy,18-Dec-14,"Comedy, Adventure, Science Fiction, Fantasy", Italian,5216102,8000000,IT,63
My Name Is Nobody,19-Dec-73,"Comedy, Western", Italian,598419967,78800000,IT,73
City of the Living Dead,11-Aug-80,horror, Italian,476680474,87000000,IT,63
Jesus,1-Jan-99,History, Italian,175269999,213940000,IT,0
Porn to Be Free,24-Jun-16,"Documentary, History", Italian,344645917,91000000,IT,56
Four to Dinner,5-Jan-22,"Comedy, Romance", Italian,601865262,100400000,IT,62
The House by the Cemetery,14-Aug-81,horror, Italian,1845819,786801,IT,62
Sorry if I Love You,25-Jan-08,comedy, Italian,234980053,135159000,IT,59
"Watch Out, We're Mad",29-Mar-74,"Action, Comedy", Italian,36782781,3477000,IT,74
The Night Porter,10-Apr-74,"War, Drama, Romance", Italian,548358671,115660000,IT,69
Night of the Zombies,21-Aug-81,"Horror, Science Fiction", Italian,348600148,108800000,IT,54
Kick the Cock,4-Sep-08,comedy, Italian,160644775,69200000,IT,41
